date,discharge,source_gage,stage,stage_source
2007-11-06,298000,"Mississippi River at Baton Rouge, LA",10.40,"Mississippi River at Baton Rouge, LA"
2007-11-07,288000,"Mississippi River at Baton Rouge, LA",9.97,"Mississippi River at Baton Rouge, LA"
2007-11-08,278000,"Mississippi River at Baton Rouge, LA",9.50,"Mississippi River at Baton Rouge, LA"
2007-11-09,268000,"Mississippi River at Baton Rouge, LA",9.02,"Mississippi River at Baton Rouge, LA"
2007-11-10,259000,"Mississippi River at Baton Rouge, LA",8.63,"Mississippi River at Baton Rouge, LA"
2007-11-11,252000,"Mississippi River at Baton Rouge, LA",8.31,"Mississippi River at Baton Rouge, LA"
2007-11-12,247000,"Mississippi River at Baton Rouge, LA",8.06,"Mississippi River at Baton Rouge, LA"
2007-11-13,238000,"Mississippi River at Baton Rouge, LA",7.68,"Mississippi River at Baton Rouge, LA"
2007-11-14,233000,"Mississippi River at Baton Rouge, LA",7.46,"Mississippi River at Baton Rouge, LA"
2007-11-15,228000,"Mississippi River at Baton Rouge, LA",7.24,"Mississippi River at Baton Rouge, LA"
2007-11-16,219000,"Mississippi River at Baton Rouge, LA",6.80,"Mississippi River at Baton Rouge, LA"
2007-11-17,211000,"Mississippi River at Baton Rouge, LA",6.48,"Mississippi River at Baton Rouge, LA"
2007-11-18,205000,"Mississippi River at Baton Rouge, LA",6.21,"Mississippi River at Baton Rouge, LA"
2007-11-19,201000,"Mississippi River at Baton Rouge, LA",6.01,"Mississippi River at Baton Rouge, LA"
2007-11-20,194000,"Mississippi River at Baton Rouge, LA",5.69,"Mississippi River at Baton Rouge, LA"
2007-11-21,192000,"Mississippi River at Baton Rouge, LA",5.63,"Mississippi River at Baton Rouge, LA"
2007-11-22,193000,"Mississippi River at Baton Rouge, LA",5.65,"Mississippi River at Baton Rouge, LA"
2007-11-23,192000,"Mississippi River at Baton Rouge, LA",5.63,"Mississippi River at Baton Rouge, LA"
2007-11-24,198000,"Mississippi River at Baton Rouge, LA",5.90,"Mississippi River at Baton Rouge, LA"
2007-11-25,209000,"Mississippi River at Baton Rouge, LA",6.37,"Mississippi River at Baton Rouge, LA"
2007-11-26,213000,"Mississippi River at Baton Rouge, LA",6.54,"Mississippi River at Baton Rouge, LA"
2007-11-27,206000,"Mississippi River at Baton Rouge, LA",6.23,"Mississippi River at Baton Rouge, LA"
2007-11-28,207000,"Mississippi River at Baton Rouge, LA",6.30,"Mississippi River at Baton Rouge, LA"
2007-11-29,203000,"Mississippi River at Baton Rouge, LA",6.12,"Mississippi River at Baton Rouge, LA"
2007-11-30,200000,"Mississippi River at Baton Rouge, LA",5.98,"Mississippi River at Baton Rouge, LA"
2007-12-01,203000,"Mississippi River at Baton Rouge, LA",6.12,"Mississippi River at Baton Rouge, LA"
2007-12-02,207000,"Mississippi River at Baton Rouge, LA",6.30,"Mississippi River at Baton Rouge, LA"
2007-12-03,206000,"Mississippi River at Baton Rouge, LA",6.22,"Mississippi River at Baton Rouge, LA"
2007-12-04,203000,"Mississippi River at Baton Rouge, LA",6.09,"Mississippi River at Baton Rouge, LA"
2007-12-05,205000,"Mississippi River at Baton Rouge, LA",6.19,"Mississippi River at Baton Rouge, LA"
2007-12-06,213000,"Mississippi River at Baton Rouge, LA",6.55,"Mississippi River at Baton Rouge, LA"
2007-12-07,220000,"Mississippi River at Baton Rouge, LA",6.86,"Mississippi River at Baton Rouge, LA"
2007-12-08,228000,"Mississippi River at Baton Rouge, LA",7.24,"Mississippi River at Baton Rouge, LA"
2007-12-09,236000,"Mississippi River at Baton Rouge, LA",7.55,"Mississippi River at Baton Rouge, LA"
2007-12-10,238000,"Mississippi River at Baton Rouge, LA",7.68,"Mississippi River at Baton Rouge, LA"
2007-12-11,240000,"Mississippi River at Baton Rouge, LA",7.73,"Mississippi River at Baton Rouge, LA"
2007-12-12,240000,"Mississippi River at Baton Rouge, LA",7.73,"Mississippi River at Baton Rouge, LA"
2007-12-13,238000,"Mississippi River at Baton Rouge, LA",7.65,"Mississippi River at Baton Rouge, LA"
2007-12-14,239000,"Mississippi River at Baton Rouge, LA",7.71,"Mississippi River at Baton Rouge, LA"
2007-12-15,241000,"Mississippi River at Baton Rouge, LA",7.81,"Mississippi River at Baton Rouge, LA"
2007-12-16,246000,"Mississippi River at Baton Rouge, LA",8.02,"Mississippi River at Baton Rouge, LA"
2007-12-17,259000,"Mississippi River at Baton Rouge, LA",8.61,"Mississippi River at Baton Rouge, LA"
2007-12-18,286000,"Mississippi River at Baton Rouge, LA",9.87,"Mississippi River at Baton Rouge, LA"
2007-12-19,323000,"Mississippi River at Baton Rouge, LA",11.55,"Mississippi River at Baton Rouge, LA"
2007-12-20,375000,"Mississippi River at Baton Rouge, LA",13.96,"Mississippi River at Baton Rouge, LA"
2007-12-21,423000,"Mississippi River at Baton Rouge, LA",16.20,"Mississippi River at Baton Rouge, LA"
2007-12-22,462000,"Mississippi River at Baton Rouge, LA",17.98,"Mississippi River at Baton Rouge, LA"
2007-12-23,502000,"Mississippi River at Baton Rouge, LA",19.86,"Mississippi River at Baton Rouge, LA"
2007-12-24,529000,"Mississippi River at Baton Rouge, LA",21.09,"Mississippi River at Baton Rouge, LA"
2007-12-25,555000,"Mississippi River at Baton Rouge, LA",22.29,"Mississippi River at Baton Rouge, LA"
2007-12-26,568000,"Mississippi River at Baton Rouge, LA",22.93,"Mississippi River at Baton Rouge, LA"
2007-12-27,577000,"Mississippi River at Baton Rouge, LA",23.35,"Mississippi River at Baton Rouge, LA"
2007-12-28,583000,"Mississippi River at Baton Rouge, LA",23.60,"Mississippi River at Baton Rouge, LA"
2007-12-29,586000,"Mississippi River at Baton Rouge, LA",23.75,"Mississippi River at Baton Rouge, LA"
2007-12-30,587000,"Mississippi River at Baton Rouge, LA",23.81,"Mississippi River at Baton Rouge, LA"
2007-12-31,581000,"Mississippi River at Baton Rouge, LA",23.54,"Mississippi River at Baton Rouge, LA"
2008-01-01,569000,"Mississippi River at Baton Rouge, LA",22.96,"Mississippi River at Baton Rouge, LA"
2008-01-02,551000,"Mississippi River at Baton Rouge, LA",22.11,"Mississippi River at Baton Rouge, LA"
2008-01-03,532000,"Mississippi River at Baton Rouge, LA",21.23,"Mississippi River at Baton Rouge, LA"
2008-01-04,513000,"Mississippi River at Baton Rouge, LA",20.37,"Mississippi River at Baton Rouge, LA"
2008-01-05,495000,"Mississippi River at Baton Rouge, LA",19.54,"Mississippi River at Baton Rouge, LA"
2008-01-06,477000,"Mississippi River at Baton Rouge, LA",18.69,"Mississippi River at Baton Rouge, LA"
2008-01-07,459000,"Mississippi River at Baton Rouge, LA",17.85,"Mississippi River at Baton Rouge, LA"
2008-01-08,446000,"Mississippi River at Baton Rouge, LA",17.26,"Mississippi River at Baton Rouge, LA"
2008-01-09,435000,"Mississippi River at Baton Rouge, LA",16.73,"Mississippi River at Baton Rouge, LA"
2008-01-10,419000,"Mississippi River at Baton Rouge, LA",15.98,"Mississippi River at Baton Rouge, LA"
2008-01-11,403000,"Mississippi River at Baton Rouge, LA",15.24,"Mississippi River at Baton Rouge, LA"
2008-01-12,387000,"Mississippi River at Baton Rouge, LA",14.52,"Mississippi River at Baton Rouge, LA"
2008-01-13,376000,"Mississippi River at Baton Rouge, LA",13.99,"Mississippi River at Baton Rouge, LA"
2008-01-14,367000,"Mississippi River at Baton Rouge, LA",13.60,"Mississippi River at Baton Rouge, LA"
2008-01-15,358000,"Mississippi River at Baton Rouge, LA",13.16,"Mississippi River at Baton Rouge, LA"
2008-01-16,363000,"Mississippi River at Baton Rouge, LA",13.41,"Mississippi River at Baton Rouge, LA"
2008-01-17,385000,"Mississippi River at Baton Rouge, LA",14.42,"Mississippi River at Baton Rouge, LA"
2008-01-18,403000,"Mississippi River at Baton Rouge, LA",15.26,"Mississippi River at Baton Rouge, LA"
2008-01-19,436000,"Mississippi River at Baton Rouge, LA",16.80,"Mississippi River at Baton Rouge, LA"
2008-01-20,468000,"Mississippi River at Baton Rouge, LA",18.28,"Mississippi River at Baton Rouge, LA"
2008-01-21,491000,"Mississippi River at Baton Rouge, LA",19.35,"Mississippi River at Baton Rouge, LA"
2008-01-22,512000,"Mississippi River at Baton Rouge, LA",20.30,"Mississippi River at Baton Rouge, LA"
2008-01-23,524000,"Mississippi River at Baton Rouge, LA",20.89,"Mississippi River at Baton Rouge, LA"
2008-01-24,532000,"Mississippi River at Baton Rouge, LA",21.22,"Mississippi River at Baton Rouge, LA"
2008-01-25,533000,"Mississippi River at Baton Rouge, LA",21.29,"Mississippi River at Baton Rouge, LA"
2008-01-26,528000,"Mississippi River at Baton Rouge, LA",21.07,"Mississippi River at Baton Rouge, LA"
2008-01-27,509000,"Mississippi River at Baton Rouge, LA",20.19,"Mississippi River at Baton Rouge, LA"
2008-01-28,483000,"Mississippi River at Baton Rouge, LA",18.95,"Mississippi River at Baton Rouge, LA"
2008-01-29,458000,"Mississippi River at Baton Rouge, LA",17.78,"Mississippi River at Baton Rouge, LA"
2008-01-30,438000,"Mississippi River at Baton Rouge, LA",16.89,"Mississippi River at Baton Rouge, LA"
2008-01-31,422000,"Mississippi River at Baton Rouge, LA",16.13,"Mississippi River at Baton Rouge, LA"
2008-02-01,406000,"Mississippi River at Baton Rouge, LA",15.39,"Mississippi River at Baton Rouge, LA"
2008-02-02,386000,"Mississippi River at Baton Rouge, LA",14.48,"Mississippi River at Baton Rouge, LA"
2008-02-03,371000,"Mississippi River at Baton Rouge, LA",13.77,"Mississippi River at Baton Rouge, LA"
2008-02-04,359000,"Mississippi River at Baton Rouge, LA",13.23,"Mississippi River at Baton Rouge, LA"
2008-02-05,355000,"Mississippi River at Baton Rouge, LA",13.05,"Mississippi River at Baton Rouge, LA"
2008-02-06,354000,"Mississippi River at Baton Rouge, LA",12.98,"Mississippi River at Baton Rouge, LA"
2008-02-07,349000,"Mississippi River at Baton Rouge, LA",12.74,"Mississippi River at Baton Rouge, LA"
2008-02-08,352000,"Mississippi River at Baton Rouge, LA",12.91,"Mississippi River at Baton Rouge, LA"
2008-02-09,363000,"Mississippi River at Baton Rouge, LA",13.40,"Mississippi River at Baton Rouge, LA"
2008-02-10,383000,"Mississippi River at Baton Rouge, LA",14.34,"Mississippi River at Baton Rouge, LA"
2008-02-11,414000,"Mississippi River at Baton Rouge, LA",15.74,"Mississippi River at Baton Rouge, LA"
2008-02-12,450000,"Mississippi River at Baton Rouge, LA",17.30,"Mississippi River at Baton Rouge, LA"
2008-02-13,488000,"Mississippi River at Baton Rouge, LA",18.90,"Mississippi River at Baton Rouge, LA"
2008-02-14,527000,"Mississippi River at Baton Rouge, LA",20.53,"Mississippi River at Baton Rouge, LA"
2008-02-15,563000,"Mississippi River at Baton Rouge, LA",22.04,"Mississippi River at Baton Rouge, LA"
2008-02-16,595000,"Mississippi River at Baton Rouge, LA",23.41,"Mississippi River at Baton Rouge, LA"
2008-02-17,628000,"Mississippi River at Baton Rouge, LA",24.81,"Mississippi River at Baton Rouge, LA"
2008-02-18,651000,"Mississippi River at Baton Rouge, LA",25.77,"Mississippi River at Baton Rouge, LA"
2008-02-19,669000,"Mississippi River at Baton Rouge, LA",26.50,"Mississippi River at Baton Rouge, LA"
2008-02-20,691000,"Mississippi River at Baton Rouge, LA",27.28,"Mississippi River at Baton Rouge, LA"
2008-02-21,714000,"Mississippi River at Baton Rouge, LA",28.07,"Mississippi River at Baton Rouge, LA"
2008-02-22,752000,"Mississippi River at Baton Rouge, LA",28.97,"Mississippi River at Baton Rouge, LA"
2008-02-23,811000,"Mississippi River at Baton Rouge, LA",29.88,"Mississippi River at Baton Rouge, LA"
2008-02-24,847000,"Mississippi River at Baton Rouge, LA",30.37,"Mississippi River at Baton Rouge, LA"
2008-02-25,870000,"Mississippi River at Baton Rouge, LA",30.69,"Mississippi River at Baton Rouge, LA"
2008-02-26,877000,"Mississippi River at Baton Rouge, LA",30.70,"Mississippi River at Baton Rouge, LA"
2008-02-27,878000,"Mississippi River at Baton Rouge, LA",30.63,"Mississippi River at Baton Rouge, LA"
2008-02-28,876000,"Mississippi River at Baton Rouge, LA",30.59,"Mississippi River at Baton Rouge, LA"
2008-02-29,874000,"Mississippi River at Baton Rouge, LA",30.52,"Mississippi River at Baton Rouge, LA"
2008-03-01,862000,"Mississippi River at Baton Rouge, LA",30.28,"Mississippi River at Baton Rouge, LA"
2008-03-02,839000,"Mississippi River at Baton Rouge, LA",29.87,"Mississippi River at Baton Rouge, LA"
2008-03-03,812000,"Mississippi River at Baton Rouge, LA",29.38,"Mississippi River at Baton Rouge, LA"
2008-03-04,787000,"Mississippi River at Baton Rouge, LA",28.96,"Mississippi River at Baton Rouge, LA"
2008-03-05,755000,"Mississippi River at Baton Rouge, LA",28.42,"Mississippi River at Baton Rouge, LA"
2008-03-06,742000,"Mississippi River at Baton Rouge, LA",28.11,"Mississippi River at Baton Rouge, LA"
2008-03-07,741000,"Mississippi River at Baton Rouge, LA",28.08,"Mississippi River at Baton Rouge, LA"
2008-03-08,736000,"Mississippi River at Baton Rouge, LA",27.94,"Mississippi River at Baton Rouge, LA"
2008-03-09,738000,"Mississippi River at Baton Rouge, LA",28.01,"Mississippi River at Baton Rouge, LA"
2008-03-10,748000,"Mississippi River at Baton Rouge, LA",28.27,"Mississippi River at Baton Rouge, LA"
2008-03-11,770000,"Mississippi River at Baton Rouge, LA",28.69,"Mississippi River at Baton Rouge, LA"
2008-03-12,798000,"Mississippi River at Baton Rouge, LA",29.14,"Mississippi River at Baton Rouge, LA"
2008-03-13,819000,"Mississippi River at Baton Rouge, LA",29.51,"Mississippi River at Baton Rouge, LA"
2008-03-14,835000,"Mississippi River at Baton Rouge, LA",29.80,"Mississippi River at Baton Rouge, LA"
2008-03-15,850000,"Mississippi River at Baton Rouge, LA",30.05,"Mississippi River at Baton Rouge, LA"
2008-03-16,868000,"Mississippi River at Baton Rouge, LA",30.40,"Mississippi River at Baton Rouge, LA"
2008-03-17,879000,"Mississippi River at Baton Rouge, LA",30.65,"Mississippi River at Baton Rouge, LA"
2008-03-18,893000,"Mississippi River at Baton Rouge, LA",30.94,"Mississippi River at Baton Rouge, LA"
2008-03-19,904000,"Mississippi River at Baton Rouge, LA",31.19,"Mississippi River at Baton Rouge, LA"
2008-03-20,905000,"Mississippi River at Baton Rouge, LA",31.22,"Mississippi River at Baton Rouge, LA"
2008-03-21,909000,"Mississippi River at Baton Rouge, LA",31.31,"Mississippi River at Baton Rouge, LA"
2008-03-22,915000,"Mississippi River at Baton Rouge, LA",31.45,"Mississippi River at Baton Rouge, LA"
2008-03-23,928000,"Mississippi River at Baton Rouge, LA",31.73,"Mississippi River at Baton Rouge, LA"
2008-03-24,939000,"Mississippi River at Baton Rouge, LA",32.05,"Mississippi River at Baton Rouge, LA"
2008-03-25,937000,"Mississippi River at Baton Rouge, LA",32.45,"Mississippi River at Baton Rouge, LA"
2008-03-26,935000,"Mississippi River at Baton Rouge, LA",32.92,"Mississippi River at Baton Rouge, LA"
2008-03-27,940000,"Mississippi River at Baton Rouge, LA",33.43,"Mississippi River at Baton Rouge, LA"
2008-03-28,959000,"Mississippi River at Baton Rouge, LA",33.90,"Mississippi River at Baton Rouge, LA"
2008-03-29,980000,"Mississippi River at Baton Rouge, LA",34.34,"Mississippi River at Baton Rouge, LA"
2008-03-30,1000000,"Mississippi River at Baton Rouge, LA",34.77,"Mississippi River at Baton Rouge, LA"
2008-03-31,1020000,"Mississippi River at Baton Rouge, LA",35.27,"Mississippi River at Baton Rouge, LA"
2008-04-01,1040000,"Mississippi River at Baton Rouge, LA",35.80,"Mississippi River at Baton Rouge, LA"
2008-04-02,1070000,"Mississippi River at Baton Rouge, LA",36.36,"Mississippi River at Baton Rouge, LA"
2008-04-03,1090000,"Mississippi River at Baton Rouge, LA",36.90,"Mississippi River at Baton Rouge, LA"
2008-04-04,1110000,"Mississippi River at Baton Rouge, LA",37.48,"Mississippi River at Baton Rouge, LA"
2008-04-05,1140000,"Mississippi River at Baton Rouge, LA",38.20,"Mississippi River at Baton Rouge, LA"
2008-04-06,1160000,"Mississippi River at Baton Rouge, LA",38.83,"Mississippi River at Baton Rouge, LA"
2008-04-07,1190000,"Mississippi River at Baton Rouge, LA",39.45,"Mississippi River at Baton Rouge, LA"
2008-04-08,1200000,"Mississippi River at Baton Rouge, LA",39.84,"Mississippi River at Baton Rouge, LA"
2008-04-09,1220000,"Mississippi River at Baton Rouge, LA",40.30,"Mississippi River at Baton Rouge, LA"
2008-04-10,1240000,"Mississippi River at Baton Rouge, LA",40.90,"Mississippi River at Baton Rouge, LA"
2008-04-11,1250000,"Mississippi River at Baton Rouge, LA",41.42,"Mississippi River at Baton Rouge, LA"
2008-04-12,1260000,"Mississippi River at Baton Rouge, LA",41.73,"Mississippi River at Baton Rouge, LA"
2008-04-13,1270000,"Mississippi River at Baton Rouge, LA",41.82,"Mississippi River at Baton Rouge, LA"
2008-04-14,1270000,"Mississippi River at Baton Rouge, LA",41.98,"Mississippi River at Baton Rouge, LA"
2008-04-15,1280000,"Mississippi River at Baton Rouge, LA",42.17,"Mississippi River at Baton Rouge, LA"
2008-04-16,1280000,"Mississippi River at Baton Rouge, LA",42.32,"Mississippi River at Baton Rouge, LA"
2008-04-17,1290000,"Mississippi River at Baton Rouge, LA",42.59,"Mississippi River at Baton Rouge, LA"
2008-04-18,1300000,"Mississippi River at Baton Rouge, LA",42.88,"Mississippi River at Baton Rouge, LA"
2008-04-19,1310000,"Mississippi River at Baton Rouge, LA",43.12,"Mississippi River at Baton Rouge, LA"
2008-04-20,1310000,"Mississippi River at Baton Rouge, LA",43.21,"Mississippi River at Baton Rouge, LA"
2008-04-21,1310000,"Mississippi River at Baton Rouge, LA",43.30,"Mississippi River at Baton Rouge, LA"
2008-04-22,1320000,"Mississippi River at Baton Rouge, LA",43.40,"Mississippi River at Baton Rouge, LA"
2008-04-23,1310000,"Mississippi River at Baton Rouge, LA",43.37,"Mississippi River at Baton Rouge, LA"
2008-04-24,1320000,"Mississippi River at Baton Rouge, LA",43.40,"Mississippi River at Baton Rouge, LA"
2008-04-25,1320000,"Mississippi River at Baton Rouge, LA",43.47,"Mississippi River at Baton Rouge, LA"
2008-04-26,1320000,"Mississippi River at Baton Rouge, LA",43.47,"Mississippi River at Baton Rouge, LA"
2008-04-27,1320000,"Mississippi River at Baton Rouge, LA",43.44,"Mississippi River at Baton Rouge, LA"
2008-04-28,1320000,"Mississippi River at Baton Rouge, LA",43.39,"Mississippi River at Baton Rouge, LA"
2008-04-29,1310000,"Mississippi River at Baton Rouge, LA",43.15,"Mississippi River at Baton Rouge, LA"
2008-04-30,1300000,"Mississippi River at Baton Rouge, LA",42.85,"Mississippi River at Baton Rouge, LA"
2008-05-01,1280000,"Mississippi River at Baton Rouge, LA",42.42,"Mississippi River at Baton Rouge, LA"
2008-05-02,1270000,"Mississippi River at Baton Rouge, LA",41.99,"Mississippi River at Baton Rouge, LA"
2008-05-03,1250000,"Mississippi River at Baton Rouge, LA",41.67,"Mississippi River at Baton Rouge, LA"
2008-05-04,1240000,"Mississippi River at Baton Rouge, LA",41.27,"Mississippi River at Baton Rouge, LA"
2008-05-05,1220000,"Mississippi River at Baton Rouge, LA",40.83,"Mississippi River at Baton Rouge, LA"
2008-05-06,1200000,"Mississippi River at Baton Rouge, LA",40.32,"Mississippi River at Baton Rouge, LA"
2008-05-07,1170000,"Mississippi River at Baton Rouge, LA",39.69,"Mississippi River at Baton Rouge, LA"
2008-05-08,1140000,"Mississippi River at Baton Rouge, LA",39.01,"Mississippi River at Baton Rouge, LA"
2008-05-09,1110000,"Mississippi River at Baton Rouge, LA",38.38,"Mississippi River at Baton Rouge, LA"
2008-05-10,1080000,"Mississippi River at Baton Rouge, LA",37.76,"Mississippi River at Baton Rouge, LA"
2008-05-11,1060000,"Mississippi River at Baton Rouge, LA",37.26,"Mississippi River at Baton Rouge, LA"
2008-05-12,1030000,"Mississippi River at Baton Rouge, LA",36.77,"Mississippi River at Baton Rouge, LA"
2008-05-13,1010000,"Mississippi River at Baton Rouge, LA",36.37,"Mississippi River at Baton Rouge, LA"
2008-05-14,993000,"Mississippi River at Baton Rouge, LA",35.99,"Mississippi River at Baton Rouge, LA"
2008-05-15,988000,"Mississippi River at Baton Rouge, LA",35.90,"Mississippi River at Baton Rouge, LA"
2008-05-16,973000,"Mississippi River at Baton Rouge, LA",35.64,"Mississippi River at Baton Rouge, LA"
2008-05-17,961000,"Mississippi River at Baton Rouge, LA",35.42,"Mississippi River at Baton Rouge, LA"
2008-05-18,947000,"Mississippi River at Baton Rouge, LA",35.18,"Mississippi River at Baton Rouge, LA"
2008-05-19,935000,"Mississippi River at Baton Rouge, LA",34.98,"Mississippi River at Baton Rouge, LA"
2008-05-20,925000,"Mississippi River at Baton Rouge, LA",34.80,"Mississippi River at Baton Rouge, LA"
2008-05-21,920000,"Mississippi River at Baton Rouge, LA",34.69,"Mississippi River at Baton Rouge, LA"
2008-05-22,927000,"Mississippi River at Baton Rouge, LA",34.60,"Mississippi River at Baton Rouge, LA"
2008-05-23,942000,"Mississippi River at Baton Rouge, LA",34.64,"Mississippi River at Baton Rouge, LA"
2008-05-24,947000,"Mississippi River at Baton Rouge, LA",34.47,"Mississippi River at Baton Rouge, LA"
2008-05-25,954000,"Mississippi River at Baton Rouge, LA",34.36,"Mississippi River at Baton Rouge, LA"
2008-05-26,964000,"Mississippi River at Baton Rouge, LA",34.29,"Mississippi River at Baton Rouge, LA"
2008-05-27,972000,"Mississippi River at Baton Rouge, LA",34.21,"Mississippi River at Baton Rouge, LA"
2008-05-28,967000,"Mississippi River at Baton Rouge, LA",34.07,"Mississippi River at Baton Rouge, LA"
2008-05-29,957000,"Mississippi River at Baton Rouge, LA",33.85,"Mississippi River at Baton Rouge, LA"
2008-05-30,947000,"Mississippi River at Baton Rouge, LA",33.64,"Mississippi River at Baton Rouge, LA"
2008-05-31,936000,"Mississippi River at Baton Rouge, LA",33.42,"Mississippi River at Baton Rouge, LA"
2008-06-01,927000,"Mississippi River at Baton Rouge, LA",33.24,"Mississippi River at Baton Rouge, LA"
2008-06-02,918000,"Mississippi River at Baton Rouge, LA",33.07,"Mississippi River at Baton Rouge, LA"
2008-06-03,911000,"Mississippi River at Baton Rouge, LA",32.92,"Mississippi River at Baton Rouge, LA"
2008-06-04,902000,"Mississippi River at Baton Rouge, LA",32.75,"Mississippi River at Baton Rouge, LA"
2008-06-05,891000,"Mississippi River at Baton Rouge, LA",32.54,"Mississippi River at Baton Rouge, LA"
2008-06-06,873000,"Mississippi River at Baton Rouge, LA",32.21,"Mississippi River at Baton Rouge, LA"
2008-06-07,850000,"Mississippi River at Baton Rouge, LA",31.82,"Mississippi River at Baton Rouge, LA"
2008-06-08,818000,"Mississippi River at Baton Rouge, LA",31.33,"Mississippi River at Baton Rouge, LA"
2008-06-09,782000,"Mississippi River at Baton Rouge, LA",30.79,"Mississippi River at Baton Rouge, LA"
2008-06-10,750000,"Mississippi River at Baton Rouge, LA",30.28,"Mississippi River at Baton Rouge, LA"
2008-06-11,727000,"Mississippi River at Baton Rouge, LA",29.74,"Mississippi River at Baton Rouge, LA"
2008-06-12,714000,"Mississippi River at Baton Rouge, LA",29.34,"Mississippi River at Baton Rouge, LA"
2008-06-13,704000,"Mississippi River at Baton Rouge, LA",29.01,"Mississippi River at Baton Rouge, LA"
2008-06-14,697000,"Mississippi River at Baton Rouge, LA",28.74,"Mississippi River at Baton Rouge, LA"
2008-06-15,694000,"Mississippi River at Baton Rouge, LA",28.63,"Mississippi River at Baton Rouge, LA"
2008-06-16,695000,"Mississippi River at Baton Rouge, LA",28.67,"Mississippi River at Baton Rouge, LA"
2008-06-17,699000,"Mississippi River at Baton Rouge, LA",28.79,"Mississippi River at Baton Rouge, LA"
2008-06-18,705000,"Mississippi River at Baton Rouge, LA",29.02,"Mississippi River at Baton Rouge, LA"
2008-06-19,712000,"Mississippi River at Baton Rouge, LA",29.30,"Mississippi River at Baton Rouge, LA"
2008-06-20,722000,"Mississippi River at Baton Rouge, LA",29.59,"Mississippi River at Baton Rouge, LA"
2008-06-21,735000,"Mississippi River at Baton Rouge, LA",29.94,"Mississippi River at Baton Rouge, LA"
2008-06-22,749000,"Mississippi River at Baton Rouge, LA",30.29,"Mississippi River at Baton Rouge, LA"
2008-06-23,767000,"Mississippi River at Baton Rouge, LA",30.57,"Mississippi River at Baton Rouge, LA"
2008-06-24,781000,"Mississippi River at Baton Rouge, LA",30.78,"Mississippi River at Baton Rouge, LA"
2008-06-25,788000,"Mississippi River at Baton Rouge, LA",30.87,"Mississippi River at Baton Rouge, LA"
2008-06-26,795000,"Mississippi River at Baton Rouge, LA",30.97,"Mississippi River at Baton Rouge, LA"
2008-06-27,801000,"Mississippi River at Baton Rouge, LA",31.06,"Mississippi River at Baton Rouge, LA"
2008-06-28,804000,"Mississippi River at Baton Rouge, LA",31.11,"Mississippi River at Baton Rouge, LA"
2008-06-29,805000,"Mississippi River at Baton Rouge, LA",31.13,"Mississippi River at Baton Rouge, LA"
2008-06-30,806000,"Mississippi River at Baton Rouge, LA",31.14,"Mississippi River at Baton Rouge, LA"
2008-07-01,805000,"Mississippi River at Baton Rouge, LA",31.13,"Mississippi River at Baton Rouge, LA"
2008-07-02,800000,"Mississippi River at Baton Rouge, LA",31.04,"Mississippi River at Baton Rouge, LA"
2008-07-03,792000,"Mississippi River at Baton Rouge, LA",30.93,"Mississippi River at Baton Rouge, LA"
2008-07-04,784000,"Mississippi River at Baton Rouge, LA",30.82,"Mississippi River at Baton Rouge, LA"
2008-07-05,773000,"Mississippi River at Baton Rouge, LA",30.67,"Mississippi River at Baton Rouge, LA"
2008-07-06,763000,"Mississippi River at Baton Rouge, LA",30.52,"Mississippi River at Baton Rouge, LA"
2008-07-07,756000,"Mississippi River at Baton Rouge, LA",30.40,"Mississippi River at Baton Rouge, LA"
2008-07-08,750000,"Mississippi River at Baton Rouge, LA",30.30,"Mississippi River at Baton Rouge, LA"
2008-07-09,747000,"Mississippi River at Baton Rouge, LA",30.26,"Mississippi River at Baton Rouge, LA"
2008-07-10,744000,"Mississippi River at Baton Rouge, LA",30.20,"Mississippi River at Baton Rouge, LA"
2008-07-11,745000,"Mississippi River at Baton Rouge, LA",30.20,"Mississippi River at Baton Rouge, LA"
2008-07-12,745000,"Mississippi River at Baton Rouge, LA",30.22,"Mississippi River at Baton Rouge, LA"
2008-07-13,747000,"Mississippi River at Baton Rouge, LA",30.25,"Mississippi River at Baton Rouge, LA"
2008-07-14,748000,"Mississippi River at Baton Rouge, LA",30.28,"Mississippi River at Baton Rouge, LA"
2008-07-15,751000,"Mississippi River at Baton Rouge, LA",30.32,"Mississippi River at Baton Rouge, LA"
2008-07-16,747000,"Mississippi River at Baton Rouge, LA",30.27,"Mississippi River at Baton Rouge, LA"
2008-07-17,743000,"Mississippi River at Baton Rouge, LA",30.15,"Mississippi River at Baton Rouge, LA"
2008-07-18,736000,"Mississippi River at Baton Rouge, LA",29.98,"Mississippi River at Baton Rouge, LA"
2008-07-19,728000,"Mississippi River at Baton Rouge, LA",29.77,"Mississippi River at Baton Rouge, LA"
2008-07-20,716000,"Mississippi River at Baton Rouge, LA",29.42,"Mississippi River at Baton Rouge, LA"
2008-07-21,703000,"Mississippi River at Baton Rouge, LA",28.96,"Mississippi River at Baton Rouge, LA"
2008-07-22,692000,"Mississippi River at Baton Rouge, LA",28.55,"Mississippi River at Baton Rouge, LA"
2008-07-23,676000,"Mississippi River at Baton Rouge, LA",27.90,"Mississippi River at Baton Rouge, LA"
2008-07-24,659000,"Mississippi River at Baton Rouge, LA",27.15,"Mississippi River at Baton Rouge, LA"
